cm^(-1),4,4_2,122,27,27_2
1802.87852,0.03741,0.06952,0.03765,0.14146,0.12161
1802.39634,0.03829,0.07247,0.03976,0.14423,0.12444
1801.91416,0.03894,0.07443,0.0412,0.14613,0.12632
1801.43198,0.03941,0.07566,0.04219,0.14741,0.12755
1800.9498,0.03981,0.07667,0.04306,0.14853,0.12861
1800.46761,0.04012,0.07752,0.0438,0.14947,0.12949
1799.98543,0.04012,0.07755,0.04387,0.14957,0.12953
1799.50325,0.03958,0.07597,0.04267,0.14803,0.12793
1799.02107,0.03851,0.07269,0.04017,0.14483,0.12468
1798.53889,0.03725,0.0687,0.03717,0.14098,0.1208
1798.0567,0.03625,0.06551,0.0348,0.13793,0.11776
1797.57452,0.03581,0.06415,0.0338,0.13667,0.11654
1797.09234,0.0359,0.06463,0.03413,0.13714,0.11707
1796.61016,0.03621,0.06598,0.03503,0.13837,0.11834
1796.12798,0.03639,0.06698,0.03567,0.1392,0.11921
1795.64579,0.03638,0.0672,0.03583,0.13928,0.11935
1795.16361,0.03651,0.06748,0.03624,0.13952,0.11971
1794.68143,0.03734,0.06951,0.03817,0.14158,0.12201
1794.19925,0.03925,0.07464,0.04254,0.14673,0.12749
1793.71707,0.04215,0.08283,0.04911,0.15483,0.13593
1793.23488,0.04528,0.0921,0.05617,0.16383,0.14519
1792.7527,0.04753,0.09917,0.06117,0.17049,0.15193
1792.27052,0.0481,0.10134,0.06224,0.17225,0.15361
1791.78834,0.04699,0.09827,0.05939,0.16895,0.15013
1791.30616,0.04482,0.09173,0.05414,0.16243,0.14341
1790.82397,0.0423,0.0839,0.04816,0.15485,0.13561
1790.34179,0.03988,0.07629,0.04253,0.14765,0.12814
1789.85961,0.03781,0.06974,0.03781,0.14158,0.12177
1789.37743,0.03622,0.06471,0.03426,0.13701,0.11691
1788.89525,0.03515,0.06137,0.03196,0.13404,0.11371
1788.41306,0.03456,0.05954,0.03074,0.13245,0.11199
1787.93088,0.03435,0.05887,0.03031,0.13187,0.11139
1787.4487,0.03443,0.05912,0.03048,0.13209,0.11168
1786.96652,0.03482,0.06034,0.03135,0.13319,0.11294
1786.48434,0.03554,0.06269,0.03304,0.13532,0.11528
1786.00215,0.03651,0.06588,0.03535,0.13821,0.11838
1785.51997,0.03743,0.06891,0.03751,0.1409,0.12125
1785.03779,0.0379,0.07048,0.03855,0.14219,0.12261
1784.55561,0.03769,0.06983,0.03796,0.14142,0.12181
1784.07343,0.03694,0.0674,0.0361,0.13906,0.11937
1783.59124,0.03607,0.06458,0.03404,0.13644,0.11665
1783.10906,0.03553,0.06286,0.03286,0.13494,0.11512
1782.62688,0.03563,0.06316,0.03325,0.13539,0.11565
1782.1447,0.03638,0.06551,0.03517,0.13778,0.11818
1781.66252,0.0375,0.06904,0.03791,0.14125,0.1218
1781.18033,0.0385,0.07228,0.04035,0.14435,0.12499
1780.69815,0.03896,0.07377,0.0414,0.14573,0.12631
1780.21597,0.03869,0.07292,0.04067,0.14483,0.12527
1779.73379,0.03786,0.07023,0.0386,0.1422,0.12244
1779.25161,0.03684,0.06686,0.03607,0.13898,0.11905
1778.76942,0.03598,0.06391,0.0339,0.13622,0.11618
1778.28724,0.03547,0.06206,0.0326,0.13455,0.11447
1777.80506,0.03541,0.06161,0.03239,0.13425,0.11422
1777.32288,0.03581,0.06264,0.03327,0.13534,0.11541
1776.8407,0.03655,0.06485,0.03497,0.13749,0.1177
1776.35851,0.03735,0.06744,0.03686,0.13993,0.12026
1775.87633,0.03794,0.06951,0.03829,0.14182,0.12221
1775.39415,0.03829,0.07078,0.03919,0.14297,0.1234
1774.91197,0.03873,0.07216,0.04038,0.14435,0.12483
1774.42979,0.03984,0.07535,0.0432,0.14758,0.12816
1773.9476,0.04202,0.08171,0.04853,0.15388,0.13459
1773.46542,0.0451,0.09108,0.05599,0.16296,0.14378
1772.98324,0.04819,0.10111,0.06353,0.17244,0.15326
1772.50106,0.05003,0.10785,0.06811,0.17855,0.15926
1772.01888,0.04976,0.10819,0.06769,0.1785,0.15902
1771.53669,0.0476,0.10221,0.06265,0.17257,0.15287
1771.05451,0.04455,0.09289,0.05541,0.16366,0.1438
1770.57233,0.04177,0.08401,0.04875,0.1553,0.13542
1770.09015,0.04009,0.07844,0.04467,0.15009,0.13036
1769.60797,0.03981,0.07731,0.04387,0.14902,0.12957
1769.12578,0.0406,0.07977,0.04559,0.15121,0.13207
1768.6436,0.04163,0.08316,0.04785,0.15415,0.1352
1768.16142,0.04193,0.08421,0.04834,0.15487,0.13588
1767.67924,0.04102,0.08124,0.04596,0.15189,0.13267
1767.19706,0.03921,0.07523,0.0415,0.1462,0.12668
1766.71487,0.03725,0.06872,0.03682,0.14014,0.12041
1766.23269,0.03576,0.06375,0.03334,0.13558,0.11578
1765.75051,0.03495,0.06096,0.03146,0.13308,0.11327
1765.26833,0.03469,0.0599,0.03084,0.13222,0.11241
1764.78615,0.03479,0.06001,0.03108,0.1325,0.11269
1764.30396,0.03533,0.06139,0.03234,0.13406,0.11426
1763.82178,0.03656,0.06479,0.03519,0.13759,0.11786
1763.3396,0.03865,0.07072,0.03998,0.14357,0.12394
1762.85742,0.04132,0.07851,0.04605,0.15121,0.13167
1762.37523,0.04372,0.08574,0.05145,0.15812,0.13855
1761.89305,0.04479,0.08919,0.05376,0.1612,0.14145
1761.41087,0.04404,0.08714,0.05183,0.15892,0.13891
1760.92869,0.04191,0.08087,0.0468,0.15264,0.13241
1760.44651,0.03943,0.07346,0.04109,0.14542,0.12511
1759.96432,0.03751,0.06769,0.03677,0.13991,0.11964
1759.48214,0.03659,0.0649,0.03479,0.13735,0.1172
1758.99996,0.03671,0.06526,0.03523,0.13786,0.11785
1758.51778,0.03769,0.06828,0.03768,0.14091,0.12102
1758.0356,0.03921,0.073,0.04137,0.14555,0.12576
1757.55341,0.04077,0.07787,0.04509,0.15024,0.13048
1757.07123,0.04172,0.08083,0.04725,0.15302,0.13319
1756.58905,0.04154,0.08031,0.04672,0.1524,0.13245
1756.10687,0.04028,0.07642,0.04368,0.14857,0.12851
1755.62469,0.03849,0.07092,0.03949,0.14327,0.12316
1755.1425,0.03685,0.06595,0.03576,0.13856,0.11845
1754.66032,0.03582,0.06286,0.03347,0.13568,0.1156
1754.17814,0.0356,0.06215,0.03299,0.1351,0.11507
1753.69596,0.03629,0.06408,0.03458,0.13708,0.11716
1753.21378,0.03808,0.0691,0.03859,0.14204,0.12236
1752.73159,0.04096,0.07741,0.04509,0.15011,0.13079
1752.24941,0.04449,0.08795,0.0531,0.16015,0.14126
1751.76723,0.04763,0.09781,0.06028,0.16933,0.15076
1751.28505,0.04924,0.10343,0.06402,0.17431,0.15587
1750.80287,0.04898,0.1034,0.06355,0.17399,0.15547
1750.32068,0.04759,0.09972,0.06056,0.17039,0.15172
1749.8385,0.04614,0.0957,0.05753,0.16663,0.14782
1749.35632,0.04527,0.09326,0.05578,0.16442,0.14546
1748.87414,0.04491,0.09221,0.05503,0.16346,0.1443
1748.39196,0.04459,0.09113,0.05416,0.16237,0.14294
1747.90977,0.04394,0.08882,0.05233,0.16009,0.14037
1747.42759,0.04293,0.08517,0.04951,0.15657,0.13662
1746.94541,0.04178,0.08093,0.0463,0.15254,0.13246
1746.46323,0.04077,0.07704,0.0434,0.1489,0.12878
1745.98105,0.04011,0.07423,0.04136,0.14632,0.12621
1745.49886,0.03993,0.07304,0.04055,0.14528,0.12522
1745.01668,0.04031,0.07372,0.04114,0.14599,0.12599
1744.5345,0.04112,0.07593,0.04286,0.14812,0.12817
1744.05232,0.04205,0.07855,0.04485,0.15058,0.13062
1743.57014,0.04261,0.07996,0.04591,0.15187,0.13181
1743.08795,0.0425,0.07909,0.0453,0.15101,0.13083
1742.60577,0.0419,0.07648,0.04349,0.1486,0.12836
1742.12359,0.04146,0.07418,0.04208,0.14661,0.12644
1741.64141,0.04193,0.07451,0.0428,0.14722,0.12727
1741.15923,0.04359,0.07855,0.04634,0.15139,0.13169
1740.67704,0.04601,0.08519,0.05165,0.15792,0.13838
1740.19486,0.04808,0.09121,0.05611,0.16365,0.14404
1739.71268,0.04866,0.09301,0.05707,0.16518,0.14531
1739.2305,0.04744,0.08942,0.05387,0.16153,0.14135
1738.74832,0.0451,0.08248,0.04825,0.15476,0.13436
1738.26613,0.04271,0.07533,0.04269,0.14792,0.12746
1737.78395,0.04102,0.07025,0.03889,0.14313,0.12275
1737.30177,0.04041,0.06832,0.03766,0.14141,0.1212
1736.81959,0.04115,0.07016,0.03953,0.14339,0.12345
1736.33741,0.04352,0.07656,0.04514,0.14987,0.1303
1735.85522,0.04775,0.08834,0.05501,0.16158,0.14246
1735.37304,0.05351,0.10516,0.06858,0.17801,0.15938
1734.89086,0.05946,0.1237,0.08281,0.19567,0.17742
1734.40868,0.06323,0.13688,0.09207,0.20761,0.18946
1733.9265,0.06291,0.13783,0.09148,0.2075,0.18906
1733.44431,0.05878,0.12647,0.08171,0.19584,0.17688
1732.96213,0.053,0.1095,0.06819,0.17932,0.15987
1732.47995,0.04774,0.09395,0.05619,0.16457,0.14481
1731.99777,0.04413,0.08345,0.04828,0.15482,0.13497
1731.51559,0.04234,0.07862,0.04472,0.15043,0.13068
1731.0334,0.04191,0.07806,0.04433,0.14997,0.13041
1730.55122,0.04207,0.07924,0.04517,0.15102,0.13159
1730.06904,0.04202,0.07946,0.04527,0.15108,0.13166
1729.58686,0.0413,0.0772,0.04357,0.14882,0.12923
1729.10468,0.04,0.07282,0.04037,0.14463,0.1248
1728.62249,0.03856,0.06793,0.03685,0.14003,0.11998
1728.14031,0.03741,0.06401,0.03405,0.13641,0.1162
1727.65813,0.03673,0.06164,0.03238,0.13426,0.11398
1727.17595,0.03643,0.06055,0.03163,0.13332,0.11301
1726.69377,0.03633,0.06019,0.03142,0.13303,0.11275
1726.21158,0.03633,0.06025,0.0315,0.13311,0.11288
1725.7294,0.03643,0.06079,0.0319,0.1336,0.11348
1725.24722,0.03668,0.06198,0.03275,0.1347,0.11471
1724.76504,0.03706,0.06379,0.03399,0.13638,0.11652
1724.28286,0.03747,0.06577,0.03532,0.13821,0.11845
1723.80067,0.03771,0.06722,0.03626,0.13953,0.11979
1723.31849,0.03765,0.06756,0.03643,0.13979,0.11998
1722.83631,0.03727,0.06673,0.0358,0.13893,0.11902
1722.35413,0.03673,0.0652,0.03474,0.13744,0.11746
1721.87195,0.03627,0.06385,0.03386,0.13616,0.11619
1721.38976,0.03624,0.0637,0.03395,0.1361,0.11626
1720.90758,0.03701,0.06587,0.03585,0.13835,0.11878
1720.4254,0.03894,0.07146,0.0404,0.14399,0.12483
1719.94322,0.04225,0.08126,0.04818,0.1537,0.13507
1719.46104,0.04684,0.09506,0.05897,0.16721,0.14913
1718.97885,0.05201,0.1109,0.07118,0.18251,0.16483
1718.49667,0.05643,0.12465,0.0816,0.19553,0.17789
1718.01449,0.0586,0.13144,0.08653,0.20162,0.18361
1717.53231,0.05793,0.12938,0.08463,0.19919,0.18062
1717.05013,0.05538,0.12168,0.0784,0.19155,0.17256
1716.56794,0.05261,0.11362,0.07194,0.1838,0.16469
1716.08576,0.0507,0.10838,0.06768,0.17887,0.15985
1715.60358,0.04971,0.10583,0.06556,0.1765,0.15758
1715.1214,0.04895,0.10375,0.06382,0.17446,0.15546
1714.63922,0.0476,0.09967,0.06061,0.17039,0.15111
1714.15703,0.04536,0.0927,0.05525,0.16354,0.14391
1713.67485,0.04258,0.08401,0.04868,0.15516,0.13523
1713.19267,0.03995,0.07575,0.04251,0.14729,0.12722
1712.71049,0.03801,0.06961,0.03798,0.1415,0.12145
1712.22831,0.03698,0.06624,0.03553,0.13838,0.11845
1711.74612,0.03674,0.06539,0.03495,0.13766,0.11787
1711.26394,0.03699,0.0662,0.03558,0.13853,0.11884
1710.78176,0.03735,0.0675,0.03653,0.13987,0.12019
1710.29958,0.03749,0.06818,0.037,0.14059,0.12083
1709.8174,0.03728,0.06772,0.03663,0.14017,0.12031
1709.33521,0.0369,0.06665,0.03584,0.13911,0.11919
1708.85303,0.03681,0.06638,0.03568,0.1388,0.11894
1708.37085,0.03745,0.06844,0.03726,0.14071,0.12103
1707.88867,0.03897,0.07343,0.04098,0.14542,0.12603
1707.40649,0.04105,0.08057,0.04622,0.15219,0.13309
1706.9243,0.04311,0.08798,0.05155,0.15917,0.14032
1706.44212,0.04457,0.09366,0.05556,0.16445,0.14575
1705.95994,0.04519,0.09657,0.05753,0.16705,0.14841
1705.47776,0.04508,0.0968,0.05757,0.16707,0.14844
1704.99558,0.04442,0.09488,0.05607,0.16507,0.14637
1704.51339,0.04335,0.09123,0.05333,0.16148,0.14264
1704.03121,0.04201,0.08644,0.04981,0.15689,0.13787
1703.54903,0.04079,0.08196,0.04662,0.15273,0.13358
1703.06685,0.04045,0.08028,0.0457,0.15137,0.13227
1702.58467,0.04197,0.08429,0.0493,0.15558,0.13677
1702.10248,0.04621,0.0965,0.05934,0.16771,0.14939
1701.6203,0.05346,0.11786,0.07639,0.1886,0.17083
1701.13812,0.06252,0.1452,0.09761,0.21499,0.19754
1700.65594,0.06985,0.1678,0.11444,0.23641,0.21869
1700.17376,0.07116,0.17165,0.11652,0.23953,0.22096
1699.69157,0.06584,0.1549,0.10297,0.22295,0.2035
1699.20939,0.0576,0.13015,0.08357,0.19898,0.17911
1698.72721,0.05046,0.10956,0.06762,0.17928,0.15945
1698.24503,0.04637,0.09821,0.05904,0.16862,0.14919
1697.76285,0.04575,0.09679,0.05826,0.16757,0.14875
1697.28066,0.04813,0.10408,0.06413,0.17478,0.15666
1696.79848,0.05229,0.11685,0.07392,0.18695,0.16945
1696.3163,0.05606,0.12866,0.0826,0.19779,0.18054
1695.83412,0.05693,0.13143,0.08429,0.19978,0.18217
1695.35194,0.05402,0.12199,0.07695,0.1903,0.17193
1694.86975,0.0488,0.10527,0.06438,0.17426,0.15515
1694.38757,0.04349,0.0885,0.05187,0.15847,0.13887
1693.90539,0.03945,0.07582,0.04246,0.14665,0.12682
1693.42321,0.03698,0.06802,0.03671,0.13944,0.11954
1692.94103,0.03579,0.06424,0.03393,0.13597,0.11608
1692.45884,0.03548,0.06322,0.0332,0.13505,0.11524
1691.97666,0.03571,0.06399,0.0338,0.13581,0.11613
1691.49448,0.0363,0.06599,0.03532,0.13776,0.11822
1691.0123,0.03712,0.06878,0.03741,0.14045,0.12107
1690.53012,0.03803,0.0718,0.03964,0.14333,0.12407
1690.04793,0.03884,0.07442,0.04154,0.14578,0.12664
1689.56575,0.03942,0.0762,0.04279,0.14741,0.12834
1689.08357,0.03972,0.07694,0.04324,0.14803,0.12901
1688.60139,0.03971,0.07666,0.04291,0.14768,0.12866
1688.11921,0.03946,0.07565,0.04206,0.14667,0.12762
1687.63702,0.03925,0.07477,0.04147,0.14588,0.12684
1687.15484,0.03963,0.07563,0.04244,0.14691,0.12796
1686.67266,0.04132,0.08032,0.04662,0.15177,0.13306
1686.19048,0.04496,0.09089,0.05547,0.16235,0.14401
1685.7083,0.05072,0.10836,0.06944,0.17945,0.16158
1685.22611,0.05768,0.13073,0.08648,0.2009,0.18346
1684.74393,0.06347,0.15089,0.10088,0.21973,0.20247
1684.26175,0.06538,0.15907,0.10571,0.22682,0.20932
1683.77957,0.06264,0.15138,0.09889,0.21893,0.20085
1683.29739,0.05695,0.13318,0.08479,0.20139,0.18272
1682.8152,0.05068,0.11285,0.06951,0.18212,0.16304
1682.33302,0.04555,0.09622,0.05717,0.16648,0.14725
1681.85084,0.04227,0.08566,0.04938,0.15657,0.13737
1681.36866,0.04075,0.08082,0.04582,0.152,0.1329
1680.88648,0.04036,0.07962,0.04489,0.15078,0.13171
1680.40429,0.04026,0.07927,0.04455,0.1503,0.13114
1679.92211,0.03981,0.07765,0.04327,0.14864,0.1293
1679.43993,0.03885,0.07425,0.04073,0.14538,0.12583
1678.95775,0.03765,0.07003,0.03766,0.14147,0.12176
1678.47557,0.03669,0.06666,0.03528,0.13843,0.1187
1677.99338,0.03653,0.06582,0.03486,0.13783,0.11825
1677.5112,0.03763,0.06895,0.03746,0.14101,0.12176
1677.02902,0.04027,0.07693,0.04372,0.14878,0.13002
1676.54684,0.04423,0.08932,0.05315,0.16061,0.14241
1676.06466,0.04847,0.10309,0.06331,0.17351,0.15574
1675.58247,0.05121,0.11248,0.06989,0.18201,0.16428
1675.10029,0.051,0.11228,0.06925,0.18134,0.1632
1674.61811,0.04803,0.10286,0.06193,0.17215,0.15339
1674.13593,0.04405,0.09006,0.05237,0.16006,0.14081
1673.65375,0.04088,0.07996,0.045,0.15075,0.13128
1673.17156,0.03945,0.07545,0.04191,0.14682,0.12737
1672.68938,0.03967,0.07633,0.04281,0.14791,0.12862
1672.2072,0.0409,0.08052,0.04609,0.15199,0.13288
1671.72502,0.0425,0.08575,0.0501,0.15694,0.13797
1671.24284,0.04421,0.09094,0.05418,0.16188,0.143
1670.76065,0.04614,0.09642,0.05862,0.16719,0.14833
1670.27847,0.04831,0.10249,0.0635,0.17313,0.15418
1669.79629,0.05013,0.10779,0.06759,0.17827,0.15912
1669.31411,0.05061,0.10934,0.06848,0.17963,0.16019
1668.83193,0.04909,0.10485,0.06461,0.17506,0.15537
1668.34974,0.04593,0.09521,0.0569,0.16556,0.14574
1667.86756,0.04225,0.08381,0.04806,0.15448,0.13468
1667.38538,0.03912,0.07393,0.04058,0.14499,0.12529
1666.9032,0.03702,0.06715,0.03554,0.13851,0.11893
1666.42102,0.0359,0.06341,0.0328,0.13493,0.11547
1665.93883,0.03552,0.06196,0.03176,0.13355,0.1142
1665.45665,0.03571,0.06235,0.03212,0.13395,0.1147
1664.97447,0.03653,0.06474,0.03405,0.13633,0.1172
1664.49229,0.03809,0.06955,0.03786,0.14106,0.12208
1664.01011,0.04027,0.07654,0.0433,0.1478,0.12898
1663.52792,0.04251,0.08406,0.04899,0.15492,0.1362
1663.04574,0.04398,0.08926,0.05276,0.15969,0.14096
1662.56356,0.044,0.0897,0.05284,0.15988,0.14104
1662.08138,0.04261,0.08526,0.04929,0.15554,0.1365
1661.5992,0.04049,0.07819,0.0439,0.14885,0.12963
1661.11701,0.03846,0.07123,0.03873,0.14239,0.12303
1660.63483,0.03698,0.06602,0.03499,0.13762,0.11817
1660.15265,0.03612,0.06287,0.03279,0.13476,0.11525
1659.67047,0.0357,0.0613,0.03172,0.13334,0.11379
1659.18829,0.03554,0.06074,0.0313,0.13282,0.11323
1658.7061,0.03553,0.06084,0.0313,0.1329,0.11327
1658.22392,0.03567,0.06143,0.03162,0.13345,0.11376
1657.74174,0.03595,0.06249,0.0323,0.13446,0.11471
1657.25956,0.03652,0.06432,0.03363,0.13624,0.11647
1656.77738,0.03767,0.06779,0.03631,0.13962,0.11997
1656.29519,0.03981,0.07422,0.04137,0.1459,0.12655
1655.81301,0.04342,0.08501,0.04987,0.15644,0.1376
1655.33083,0.04887,0.10127,0.06265,0.17232,0.15419
1654.84865,0.0563,0.12347,0.08003,0.19399,0.17668
1654.36647,0.0653,0.15073,0.10114,0.22042,0.20395
1653.88428,0.07427,0.17851,0.12223,0.24692,0.23104
1653.4021,0.07983,0.19617,0.13505,0.26302,0.24707
1652.91992,0.07854,0.19198,0.13107,0.25777,0.24092
1652.43774,0.07068,0.16705,0.11153,0.23305,0.21496
1651.95556,0.06033,0.1352,0.08691,0.2024,0.18333
1651.47337,0.05127,0.10789,0.06594,0.17656,0.15696
1650.99119,0.04501,0.08906,0.05167,0.15904,0.13925
1650.50901,0.04167,0.07872,0.04405,0.14968,0.12993
1650.02683,0.04084,0.0759,0.04224,0.14744,0.12788
1649.54465,0.04199,0.07935,0.04515,0.1511,0.13184
1649.06246,0.04449,0.08747,0.05145,0.15907,0.14018
1648.58028,0.04761,0.09819,0.05948,0.16934,0.15083
1648.0981,0.05075,0.10929,0.06762,0.17982,0.16163
1647.61592,0.05346,0.11889,0.07453,0.18876,0.17079
1647.13374,0.05533,0.12532,0.07907,0.19464,0.17671
1646.65155,0.05589,0.1268,0.07996,0.19581,0.1777
1646.16937,0.05463,0.12187,0.07617,0.19091,0.17241
1645.68719,0.05155,0.11094,0.06799,0.18036,0.16138
1645.20501,0.04741,0.0969,0.05756,0.16694,0.14755
1644.72283,0.04336,0.08348,0.04765,0.15423,0.13459
1644.24064,0.04022,0.07326,0.04016,0.14465,0.1249
1643.75846,0.03828,0.06699,0.03561,0.13883,0.11906
1643.27628,0.03732,0.06403,0.03347,0.13611,0.11632
1642.7941,0.03695,0.06309,0.03277,0.13521,0.1154
1642.31192,0.03681,0.06302,0.03264,0.13503,0.11523
1641.82973,0.03673,0.06314,0.03265,0.13496,0.11524
1641.34755,0.03669,0.06325,0.03265,0.13487,0.11527
1640.86537,0.03671,0.06336,0.03272,0.13486,0.11539
1640.38319,0.03685,0.06374,0.03304,0.13519,0.11584
1639.90101,0.03725,0.06488,0.03396,0.13636,0.11711
1639.41882,0.03807,0.06745,0.03595,0.13898,0.11984
1638.93664,0.03943,0.0719,0.03928,0.14341,0.12442
1638.45446,0.0413,0.07821,0.04394,0.14957,0.13082
1637.97228,0.04366,0.0861,0.04981,0.15724,0.13879
1637.4901,0.04659,0.09565,0.05704,0.16648,0.14842
1637.00791,0.05026,0.10725,0.06594,0.17767,0.16
1636.52573,0.05445,0.12043,0.07606,0.19028,0.17287
1636.04355,0.05807,0.13196,0.08476,0.20112,0.18365
1635.56137,0.05931,0.13592,0.08755,0.20454,0.18655
1635.07919,0.057,0.12833,0.08159,0.19692,0.17818
1634.597,0.05196,0.11199,0.06915,0.18112,0.16175
1634.11482,0.04625,0.09376,0.05538,0.16371,0.14403
1633.63264,0.04153,0.07883,0.04419,0.14958,0.12982
1633.15046,0.03841,0.06896,0.03687,0.14035,0.12057
1632.66828,0.03675,0.06359,0.03294,0.1354,0.11557
1632.18609,0.03607,0.06122,0.03123,0.13325,0.11333
1631.70391,0.0359,0.06038,0.03061,0.1325,0.11249
1631.22173,0.03594,0.06019,0.03048,0.13232,0.11227
1630.73955,0.03614,0.06046,0.03072,0.13257,0.11257
1630.25737,0.03659,0.06157,0.03168,0.13366,0.11377
1629.77518,0.03746,0.06409,0.03377,0.13617,0.11642
1629.293,0.0388,0.06824,0.0371,0.14026,0.12065
1628.81082,0.04038,0.07338,0.04106,0.14523,0.12572
1628.32864,0.04166,0.07783,0.04432,0.14942,0.12993
1627.84646,0.04205,0.07963,0.04541,0.15098,0.1314
1627.36427,0.04133,0.07792,0.04381,0.14916,0.12945
1626.88209,0.03989,0.07373,0.04044,0.14506,0.12525
1626.39991,0.03849,0.06941,0.03716,0.14101,0.1212
1625.91773,0.03791,0.06745,0.03583,0.13933,0.11965
1625.43555,0.03861,0.06945,0.03759,0.14149,0.12205
1624.95336,0.04062,0.07564,0.04247,0.14758,0.12844
1624.47118,0.04338,0.08446,0.04917,0.156,0.13715
1623.989,0.04585,0.09258,0.05511,0.16355,0.14484
1623.50682,0.04691,0.09616,0.0575,0.16666,0.14788
1623.02464,0.04609,0.09341,0.05519,0.16377,0.14475
1622.54245,0.04385,0.08593,0.04949,0.15652,0.13722
1622.06027,0.04121,0.07717,0.04296,0.14818,0.12868
1621.57809,0.03899,0.06993,0.03763,0.14134,0.12174
1621.09591,0.03756,0.06532,0.03425,0.137,0.11736
1620.61372,0.03683,0.06305,0.03255,0.13485,0.11518
1620.13154,0.03661,0.06243,0.03205,0.13427,0.11455
1619.64936,0.03685,0.06323,0.03265,0.1351,0.11537
1619.16718,0.0378,0.06611,0.03492,0.13801,0.11837
1618.685,0.03985,0.07225,0.03977,0.14412,0.12475
1618.20281,0.04321,0.08238,0.04765,0.15406,0.13511
1617.72063,0.04744,0.09547,0.05759,0.16668,0.14817
1617.23845,0.05117,0.10748,0.06636,0.17799,0.1597
1616.75627,0.05255,0.11241,0.06955,0.18227,0.16382
1616.27409,0.05075,0.1072,0.06519,0.17686,0.15793
1615.7919,0.04682,0.09502,0.05589,0.16504,0.14561
1615.30972,0.04262,0.08182,0.04605,0.15249,0.13272
1614.82754,0.03938,0.07152,0.03851,0.14282,0.12291
1614.34536,0.03742,0.06512,0.03392,0.13689,0.11695
1613.86318,0.03646,0.06188,0.03165,0.13394,0.11396
1613.38099,0.03606,0.06052,0.03072,0.13272,0.11268
1612.89881,0.03588,0.05999,0.03036,0.13226,0.11213
1612.41663,0.03575,0.05982,0.03024,0.13211,0.1119
1611.93445,0.0357,0.05997,0.03034,0.13224,0.11203
1611.45227,0.03579,0.06062,0.0308,0.1328,0.11269
1610.97008,0.03607,0.06186,0.03168,0.13388,0.11397
1610.4879,0.03649,0.06349,0.03285,0.13531,0.11561
1610.00572,0.03692,0.065,0.03393,0.13664,0.1171
1609.52354,0.03722,0.06589,0.03457,0.13741,0.11795
1609.04136,0.0373,0.06597,0.03463,0.13745,0.11798
1608.55917,0.03721,0.06547,0.03429,0.13698,0.11749
1608.07699,0.03706,0.06483,0.03383,0.13637,0.11688
1607.59481,0.03689,0.06425,0.0334,0.13583,0.11634
1607.11263,0.03669,0.06363,0.03292,0.13525,0.11573
1606.63045,0.03642,0.06278,0.03229,0.13445,0.11487
1606.14826,0.03611,0.06174,0.03155,0.13348,0.11382
1605.66608,0.03585,0.0608,0.03092,0.13264,0.1129
1605.1839,0.03573,0.06037,0.03066,0.13229,0.11252
1604.70172,0.03581,0.06061,0.03087,0.13259,0.11282
1604.21954,0.03604,0.06136,0.0314,0.13339,0.11359
1603.73735,0.0363,0.06224,0.03197,0.13426,0.11443
1603.25517,0.03647,0.06284,0.03231,0.13482,0.11493
1602.77299,0.03651,0.06295,0.0323,0.13489,0.11494
1602.29081,0.03643,0.06264,0.032,0.13455,0.11455
1601.80863,0.03628,0.06208,0.03155,0.134,0.11395
1601.32644,0.03611,0.06143,0.03107,0.1334,0.11328
1600.84426,0.03593,0.06075,0.0306,0.13279,0.11261
1600.36208,0.03577,0.06008,0.03016,0.13218,0.11195
1599.8799,0.03563,0.05945,0.02979,0.13161,0.11136
1599.39772,0.03553,0.05895,0.02952,0.13116,0.11094
1598.91553,0.03547,0.05868,0.02939,0.13093,0.11076
1598.43335,0.03547,0.0587,0.02945,0.13094,0.11085
1597.95117,0.03553,0.05898,0.02967,0.13118,0.1112
1597.46899,0.03566,0.0595,0.03005,0.13165,0.11176
1596.98681,0.03589,0.06019,0.03055,0.13232,0.11248
1596.50462,0.03619,0.06103,0.03114,0.13317,0.11334
1596.02244,0.03653,0.06194,0.03177,0.13411,0.11428
1595.54026,0.03685,0.0628,0.03233,0.13498,0.11513
1595.05808,0.03705,0.06337,0.03267,0.1355,0.11565
1594.5759,0.03706,0.06343,0.03264,0.13547,0.11564
1594.09371,0.03689,0.06292,0.03224,0.13486,0.11507
1593.61153,0.03661,0.06205,0.03161,0.13389,0.11415
1593.12935,0.03636,0.06115,0.03098,0.13293,0.11323
1592.64717,0.03622,0.06052,0.03057,0.13228,0.11262
1592.16499,0.03618,0.06026,0.03044,0.13204,0.11238
1591.6828,0.0362,0.06027,0.03051,0.13209,0.1124
1591.20062,0.03621,0.06036,0.03064,0.13224,0.11252
1590.71844,0.03617,0.06042,0.03073,0.13234,0.11261
1590.23626,0.03606,0.06037,0.03071,0.13229,0.11258
1589.75408,0.0359,0.06017,0.03056,0.13208,0.11238
1589.27189,0.03569,0.05984,0.0303,0.13172,0.11202
1588.78971,0.03547,0.05945,0.02997,0.1313,0.11157
1588.30753,0.03528,0.05909,0.02966,0.13092,0.11113
1587.82535,0.03516,0.05886,0.02942,0.13065,0.1108
1587.34317,0.03513,0.05878,0.02927,0.13053,0.11064
1586.86098,0.03519,0.05879,0.0292,0.13052,0.11061
1586.3788,0.03533,0.05882,0.02918,0.13057,0.11068
1585.89662,0.03548,0.05881,0.02919,0.13065,0.11078
